Energy_240120_073	Is (A)_1_240120_073	Im (A)_1_240120_073	Is/Im (#)_1_240120_073	Keithley Source (A)_2_240120_073
-8.149925E+2	-7.015320E-10	4.743409E-11	-1.478962E+1	3.569370E-11
-8.149000E+2	-7.032537E-10	4.746442E-11	-1.481644E+1	3.563355E-11
-8.148001E+2	-7.045457E-10	4.746305E-11	-1.484409E+1	3.541055E-11
-8.147000E+2	-7.060941E-10	4.752129E-11	-1.485848E+1	3.604307E-11
-8.146000E+2	-7.075057E-10	4.751855E-11	-1.488904E+1	3.558639E-11
-8.145000E+2	-7.091803E-10	4.755792E-11	-1.491193E+1	3.587872E-11
-8.144000E+2	-7.104219E-10	4.756547E-11	-1.493566E+1	3.583027E-11
-8.143000E+2	-7.122454E-10	4.756253E-11	-1.497493E+1	3.592448E-11
-8.141999E+2	-7.137034E-10	4.762065E-11	-1.498727E+1	3.590799E-11
-8.141000E+2	-7.148329E-10	4.763209E-11	-1.500738E+1	3.614427E-11
-8.139999E+2	-7.170346E-10	4.765986E-11	-1.504483E+1	3.601549E-11
-8.139000E+2	-7.180778E-10	4.766276E-11	-1.506580E+1	3.632900E-11
-8.138000E+2	-7.194284E-10	4.771000E-11	-1.507920E+1	3.630363E-11
-8.137000E+2	-7.205347E-10	4.771294E-11	-1.510145E+1	3.643081E-11
-8.136000E+2	-7.218849E-10	4.773878E-11	-1.512156E+1	3.643310E-11
-8.135001E+2	-7.233844E-10	4.774176E-11	-1.515203E+1	3.657887E-11
-8.133999E+2	-7.247539E-10	4.777142E-11	-1.517129E+1	3.661884E-11
-8.133000E+2	-7.257462E-10	4.779615E-11	-1.518420E+1	3.667070E-11
-8.131999E+2	-7.274562E-10	4.780947E-11	-1.521573E+1	3.670306E-11
-8.131001E+2	-7.290060E-10	4.782598E-11	-1.524289E+1	3.666700E-11
-8.130000E+2	-7.304181E-10	4.786342E-11	-1.526047E+1	3.764079E-11
-8.129000E+2	-7.312020E-10	4.788658E-11	-1.526946E+1	3.668608E-11
-8.128000E+2	-7.323722E-10	4.788544E-11	-1.529426E+1	3.724506E-11
-8.127001E+2	-7.339556E-10	4.792598E-11	-1.531436E+1	3.680297E-11
-8.125999E+2	-7.347732E-10	4.788992E-11	-1.534296E+1	3.671805E-11
-8.125000E+2	-7.362826E-10	4.792819E-11	-1.536220E+1	3.697362E-11
-8.123999E+2	-7.374338E-10	4.798335E-11	-1.536854E+1	3.698970E-11
-8.123001E+2	-7.385889E-10	4.800420E-11	-1.538592E+1	3.694804E-11
-8.122000E+2	-7.399690E-10	4.800292E-11	-1.541508E+1	3.714515E-11
-8.121000E+2	-7.407611E-10	4.803784E-11	-1.542037E+1	3.722188E-11
-8.120000E+2	-7.421448E-10	4.805000E-11	-1.544526E+1	3.720389E-11
-8.119001E+2	-7.434260E-10	4.806819E-11	-1.546607E+1	3.726994E-11
-8.117999E+2	-7.441864E-10	4.808469E-11	-1.547658E+1	3.734946E-11
-8.117000E+2	-7.452501E-10	4.809630E-11	-1.549496E+1	3.736914E-11
-8.115999E+2	-7.467966E-10	4.811898E-11	-1.551979E+1	3.748724E-11
-8.115001E+2	-7.476164E-10	4.817190E-11	-1.551976E+1	3.760323E-11
-8.114000E+2	-7.485367E-10	4.814495E-11	-1.554756E+1	3.760154E-11
-8.113000E+2	-7.498511E-10	4.818828E-11	-1.556086E+1	3.769214E-11
-8.112000E+2	-7.505219E-10	4.819440E-11	-1.557280E+1	3.770973E-11
-8.111001E+2	-7.513350E-10	4.820491E-11	-1.558628E+1	3.768394E-11
-8.109999E+2	-7.525222E-10	4.821205E-11	-1.560859E+1	3.768205E-11
-8.109000E+2	-7.531867E-10	4.825393E-11	-1.560882E+1	3.774170E-11
-8.107999E+2	-7.536540E-10	4.824589E-11	-1.562110E+1	3.774179E-11
-8.107001E+2	-7.545487E-10	4.827490E-11	-1.563025E+1	3.749752E-11
