Energy_240120_017	Is (A)_1_240120_017	Im (A)_1_240120_017	Is/Im (#)_1_240120_017	Keithley Source (A)_2_240120_017
-8.150084E+2	-4.118391E-10	5.518068E-11	-7.463465E+0	6.160094E-11
-8.149000E+2	-4.140928E-10	5.502892E-11	-7.525003E+0	6.172152E-11
-8.148001E+2	-4.114892E-10	5.503495E-11	-7.476871E+0	6.184381E-11
-8.147000E+2	-4.130156E-10	5.514413E-11	-7.489747E+0	6.184021E-11
-8.146000E+2	-4.108849E-10	5.506274E-11	-7.462122E+0	6.212256E-11
-8.145000E+2	-4.120290E-10	5.499367E-11	-7.492299E+0	6.100738E-11
-8.144000E+2	-4.096734E-10	5.505890E-11	-7.440639E+0	6.054202E-11
-8.143000E+2	-4.109998E-10	5.509069E-11	-7.460422E+0	6.191805E-11
-8.141999E+2	-4.087239E-10	5.510106E-11	-7.417714E+0	6.192433E-11
-8.141000E+2	-4.096216E-10	5.511113E-11	-7.432647E+0	6.191465E-11
-8.139999E+2	-4.070418E-10	5.511743E-11	-7.384992E+0	6.204914E-11
-8.139000E+2	-4.084903E-10	5.512509E-11	-7.410243E+0	6.220108E-11
-8.138000E+2	-4.059568E-10	5.513357E-11	-7.363151E+0	6.232798E-11
-8.137000E+2	-4.071686E-10	5.513407E-11	-7.385063E+0	6.232707E-11
-8.136000E+2	-4.052184E-10	5.515140E-11	-7.347382E+0	6.228720E-11
-8.135001E+2	-4.060900E-10	5.517106E-11	-7.360562E+0	6.258503E-11
-8.133999E+2	-4.046184E-10	5.516484E-11	-7.334715E+0	6.286347E-11
-8.133000E+2	-4.048221E-10	5.516934E-11	-7.337809E+0	6.289026E-11
-8.131999E+2	-4.029637E-10	5.517284E-11	-7.303661E+0	6.297437E-11
-8.131001E+2	-4.034668E-10	5.517934E-11	-7.311918E+0	6.299895E-11
-8.130000E+2	-4.013879E-10	5.519037E-11	-7.272789E+0	6.329148E-11
-8.129000E+2	-4.025188E-10	5.520511E-11	-7.291332E+0	6.334383E-11
-8.128000E+2	-4.006055E-10	5.522010E-11	-7.254704E+0	6.343873E-11
-8.127001E+2	-4.012274E-10	5.521742E-11	-7.266319E+0	6.349758E-11
-8.125999E+2	-3.994473E-10	5.521956E-11	-7.233801E+0	6.359708E-11
-8.125000E+2	-4.004601E-10	5.523880E-11	-7.249616E+0	6.356141E-11
-8.123999E+2	-3.993733E-10	5.524949E-11	-7.228543E+0	6.380210E-11
-8.123001E+2	-3.998282E-10	5.524828E-11	-7.236935E+0	6.371968E-11
-8.122000E+2	-3.986540E-10	5.526861E-11	-7.213027E+0	6.375525E-11
-8.121000E+2	-3.992156E-10	5.526200E-11	-7.224053E+0	6.391191E-11
-8.120000E+2	-3.988578E-10	5.526571E-11	-7.217094E+0	6.397603E-11
-8.119001E+2	-3.986081E-10	5.529125E-11	-7.209244E+0	6.402168E-11
-8.117999E+2	-3.983939E-10	5.528430E-11	-7.206276E+0	6.402461E-11
-8.117000E+2	-3.982648E-10	5.529441E-11	-7.202623E+0	6.414739E-11
-8.115999E+2	-3.983726E-10	5.530812E-11	-7.202787E+0	6.422042E-11
-8.115001E+2	-3.981630E-10	5.533006E-11	-7.196143E+0	6.430675E-11
-8.114000E+2	-3.983531E-10	5.531392E-11	-7.201679E+0	6.440586E-11
-8.113000E+2	-3.980310E-10	5.531524E-11	-7.195684E+0	6.437158E-11
-8.112000E+2	-3.980240E-10	5.533326E-11	-7.193214E+0	6.449997E-11
-8.111001E+2	-3.980875E-10	5.533979E-11	-7.193513E+0	6.473646E-11
-8.109999E+2	-3.981286E-10	5.532927E-11	-7.195624E+0	6.479750E-11
-8.109000E+2	-3.981635E-10	5.534459E-11	-7.194262E+0	6.482107E-11
-8.107999E+2	-3.982116E-10	5.534993E-11	-7.194437E+0	6.491180E-11
-8.107001E+2	-3.983168E-10	5.535659E-11	-7.195472E+0	6.517565E-11
-8.106000E+2	-3.984111E-10	5.536933E-11	-7.195520E+0	6.521112E-11
-8.105000E+2	-3.982127E-10	5.543576E-11	-7.183318E+0	6.516095E-11
-8.104000E+2	-3.986351E-10	5.537119E-11	-7.199323E+0	6.536108E-11
-8.103001E+2	-3.982847E-10	5.538408E-11	-7.191321E+0	6.527896E-11
-8.101999E+2	-3.987189E-10	5.539132E-11	-7.198220E+0	6.539933E-11
-8.101000E+2	-3.979823E-10	5.539014E-11	-7.185075E+0	6.552493E-11
-8.099999E+2	-3.983051E-10	5.540309E-11	-7.189222E+0	6.570645E-11
-8.099001E+2	-3.977843E-10	5.540074E-11	-7.180126E+0	6.572513E-11
-8.098000E+2	-3.978957E-10	5.541304E-11	-7.180543E+0	6.585231E-11
-8.097000E+2	-3.973762E-10	5.539490E-11	-7.173516E+0	6.580137E-11
-8.096000E+2	-3.979495E-10	5.541529E-11	-7.181222E+0	6.593144E-11
-8.095001E+2	-3.969914E-10	5.541377E-11	-7.164129E+0	6.605394E-11
-8.093999E+2	-3.976159E-10	5.541393E-11	-7.175378E+0	6.614065E-11
-8.093000E+2	-3.959834E-10	5.542514E-11	-7.144473E+0	6.612907E-11
-8.091999E+2	-3.970911E-10	5.542202E-11	-7.164862E+0	6.613416E-11
-8.091001E+2	-3.952049E-10	5.544130E-11	-7.128348E+0	6.625344E-11
-8.090000E+2	-3.949482E-10	5.543310E-11	-7.124772E+0	6.644338E-11
-8.089000E+2	-3.938394E-10	5.545053E-11	-7.102536E+0	6.668665E-11
-8.088000E+2	-3.941599E-10	5.544746E-11	-7.108710E+0	6.677876E-11
-8.087001E+2	-3.925338E-10	5.545245E-11	-7.078746E+0	6.667597E-11
-8.086000E+2	-3.936487E-10	5.546339E-11	-7.097451E+0	6.684711E-11
-8.085000E+2	-3.912250E-10	5.548265E-11	-7.051303E+0	6.801421E-11
-8.084000E+2	-3.924543E-10	5.550782E-11	-7.070252E+0	6.801032E-11
-8.082999E+2	-3.895496E-10	5.544375E-11	-7.026033E+0	6.601117E-11
-8.082001E+2	-3.908612E-10	5.547347E-11	-7.045912E+0	6.763317E-11
-8.081001E+2	-3.880047E-10	5.549671E-11	-6.991490E+0	6.757512E-11
-8.080001E+2	-3.891519E-10	5.547566E-11	-7.014822E+0	6.703015E-11
-8.078999E+2	-3.865868E-10	5.548572E-11	-6.967321E+0	6.769671E-11
-8.078000E+2	-3.871021E-10	5.548519E-11	-6.976674E+0	6.760489E-11
-8.077001E+2	-3.852052E-10	5.548721E-11	-6.942234E+0	6.802351E-11
-8.076000E+2	-3.858347E-10	5.550256E-11	-6.951656E+0	6.754847E-11
-8.075000E+2	-3.840142E-10	5.549183E-11	-6.920193E+0	6.819677E-11
-8.073999E+2	-3.852893E-10	5.550470E-11	-6.941562E+0	6.779652E-11
-8.072999E+2	-3.827833E-10	5.551450E-11	-6.895195E+0	6.781692E-11
-8.072000E+2	-3.837143E-10	5.552041E-11	-6.911230E+0	6.803622E-11
-8.071000E+2	-3.815547E-10	5.549611E-11	-6.875341E+0	6.798826E-11
-8.070001E+2	-3.834485E-10	5.551228E-11	-6.907454E+0	6.816030E-11
-8.069000E+2	-3.815410E-10	5.552399E-11	-6.871642E+0	6.828387E-11
-8.068001E+2	-3.822700E-10	5.551348E-11	-6.886075E+0	6.836690E-11
-8.067000E+2	-3.809571E-10	5.552434E-11	-6.861083E+0	6.840935E-11
-8.066000E+2	-3.822187E-10	5.552919E-11	-6.883203E+0	6.867402E-11
-8.065000E+2	-3.805340E-10	5.552505E-11	-6.853375E+0	6.863596E-11
-8.064000E+2	-3.823873E-10	5.552147E-11	-6.887197E+0	6.845155E-11
-8.063001E+2	-3.802083E-10	5.561736E-11	-6.836144E+0	6.870578E-11
-8.062000E+2	-3.814950E-10	5.553816E-11	-6.869061E+0	6.871081E-11
-8.061001E+2	-3.797114E-10	5.552891E-11	-6.838085E+0	6.827810E-11
-8.060000E+2	-3.819195E-10	5.553576E-11	-6.877001E+0	6.894078E-11
-8.059000E+2	-3.802531E-10	5.554182E-11	-6.846248E+0	6.865936E-11
-8.057999E+2	-3.826404E-10	5.554750E-11	-6.888526E+0	6.901652E-11
-8.056999E+2	-3.818707E-10	5.553854E-11	-6.875779E+0	6.904800E-11
-8.056000E+2	-3.841044E-10	5.554342E-11	-6.915390E+0	6.929265E-11
-8.055000E+2	-3.833505E-10	5.553162E-11	-6.903283E+0	6.945841E-11
-8.053999E+2	-3.853360E-10	5.554385E-11	-6.937510E+0	6.941476E-11
-8.053000E+2	-3.847395E-10	5.554339E-11	-6.926828E+0	6.941912E-11
-8.051999E+2	-3.873261E-10	5.553783E-11	-6.974095E+0	6.968121E-11
-8.051001E+2	-3.862129E-10	5.554225E-11	-6.953498E+0	6.979711E-11
-8.050001E+2	-3.891849E-10	5.555283E-11	-7.005672E+0	6.945901E-11
-8.049001E+2	-3.885746E-10	5.554119E-11	-6.996152E+0	7.038534E-11
-8.047999E+2	-3.915216E-10	5.554830E-11	-7.048309E+0	6.959409E-11
-8.047000E+2	-3.909309E-10	5.556960E-11	-7.034978E+0	7.009741E-11
-8.046001E+2	-3.940835E-10	5.555310E-11	-7.093817E+0	7.009422E-11
-8.045000E+2	-3.939706E-10	5.554861E-11	-7.092357E+0	7.042971E-11
-8.043999E+2	-3.969969E-10	5.555448E-11	-7.146083E+0	6.944943E-11
-8.043001E+2	-3.978039E-10	5.555412E-11	-7.160655E+0	7.062505E-11
-8.042001E+2	-4.002255E-10	5.555200E-11	-7.204520E+0	7.060966E-11
-8.041001E+2	-4.016191E-10	5.554167E-11	-7.230951E+0	7.074313E-11
-8.039999E+2	-4.047163E-10	5.554801E-11	-7.285883E+0	7.071156E-11
-8.039000E+2	-4.062918E-10	5.555111E-11	-7.313838E+0	7.060367E-11
-8.038001E+2	-4.096652E-10	5.556013E-11	-7.373366E+0	7.093714E-11
-8.037000E+2	-4.116172E-10	5.554313E-11	-7.410767E+0	7.092504E-11
-8.035999E+2	-4.150493E-10	5.555174E-11	-7.471401E+0	7.100778E-11
-8.034999E+2	-4.178646E-10	5.555559E-11	-7.521558E+0	7.115815E-11
-8.033999E+2	-4.225200E-10	5.556085E-11	-7.604635E+0	7.108369E-11
-8.032999E+2	-4.259983E-10	5.557109E-11	-7.665826E+0	7.138894E-11
-8.032000E+2	-4.322563E-10	5.556048E-11	-7.779924E+0	7.150790E-11
-8.031000E+2	-4.355879E-10	5.556635E-11	-7.839059E+0	7.156387E-11
-8.029999E+2	-4.426742E-10	5.555831E-11	-7.967741E+0	7.152620E-11
-8.029001E+2	-4.470343E-10	5.555425E-11	-8.046806E+0	7.164758E-11
-8.028000E+2	-4.545286E-10	5.555487E-11	-8.181616E+0	7.164927E-11
-8.027000E+2	-4.587484E-10	5.554778E-11	-8.258627E+0	7.183771E-11
-8.026000E+2	-4.690321E-10	5.556108E-11	-8.441738E+0	7.199404E-11
-8.025000E+2	-4.764203E-10	5.555045E-11	-8.576354E+0	7.204441E-11
-8.024001E+2	-4.867357E-10	5.554299E-11	-8.763225E+0	7.209226E-11
-8.023000E+2	-4.940646E-10	5.556887E-11	-8.891032E+0	7.231336E-11
-8.022001E+2	-5.067257E-10	5.542168E-11	-9.143095E+0	7.230797E-11
-8.021000E+2	-5.170455E-10	5.562593E-11	-9.295045E+0	7.235892E-11
-8.019999E+2	-5.284652E-10	5.554462E-11	-9.514246E+0	7.256424E-11
-8.018999E+2	-5.371258E-10	5.554667E-11	-9.669811E+0	7.253655E-11
-8.017999E+2	-5.498207E-10	5.555849E-11	-9.896250E+0	7.284946E-11
-8.017000E+2	-5.585010E-10	5.554723E-11	-1.005452E+1	7.304589E-11
-8.016000E+2	-5.692385E-10	5.555714E-11	-1.024600E+1	7.303071E-11
-8.014999E+2	-5.768868E-10	5.555197E-11	-1.038463E+1	7.311802E-11
-8.014000E+2	-5.863560E-10	5.555260E-11	-1.055497E+1	7.314049E-11
-8.013000E+2	-5.934903E-10	5.554709E-11	-1.068445E+1	7.346011E-11
-8.011999E+2	-6.016990E-10	5.554707E-11	-1.083224E+1	7.340166E-11
