Energy_240120_040	Is (A)_1_240120_040	Im (A)_1_240120_040	Is/Im (#)_1_240120_040	Keithley Source (A)_2_240120_040
-8.150044E+2	-3.165052E-10	5.808961E-11	-5.448568E+0	6.418557E-11
-8.149000E+2	-3.148597E-10	5.791898E-11	-5.436209E+0	6.419965E-11
-8.148001E+2	-3.130970E-10	5.793899E-11	-5.403908E+0	6.442086E-11
-8.147000E+2	-3.113614E-10	5.796225E-11	-5.371796E+0	6.450936E-11
-8.146000E+2	-3.099626E-10	5.795825E-11	-5.348032E+0	6.458539E-11
-8.145000E+2	-3.083504E-10	5.795326E-11	-5.320674E+0	6.478232E-11
-8.144000E+2	-3.070605E-10	5.797945E-11	-5.296023E+0	6.487334E-11
-8.143000E+2	-3.060364E-10	5.803192E-11	-5.273587E+0	6.494427E-11
-8.141999E+2	-3.048449E-10	5.808109E-11	-5.248608E+0	6.517954E-11
-8.141000E+2	-3.035222E-10	5.809248E-11	-5.224811E+0	6.537377E-11
-8.139999E+2	-3.016610E-10	5.815813E-11	-5.186910E+0	6.556079E-11
-8.139000E+2	-3.012909E-10	5.821985E-11	-5.175055E+0	6.550366E-11
-8.138000E+2	-3.000255E-10	5.824236E-11	-5.151328E+0	6.556090E-11
-8.137000E+2	-2.991229E-10	5.823793E-11	-5.136221E+0	6.564372E-11
-8.136000E+2	-2.975628E-10	5.824823E-11	-5.108529E+0	6.575963E-11
-8.135001E+2	-2.963393E-10	5.825023E-11	-5.087350E+0	6.595115E-11
-8.133999E+2	-2.949617E-10	5.826265E-11	-5.062621E+0	6.606353E-11
-8.133000E+2	-2.939901E-10	5.825988E-11	-5.046184E+0	6.617053E-11
-8.131999E+2	-2.926647E-10	5.825440E-11	-5.023907E+0	6.608582E-11
-8.131001E+2	-2.917821E-10	5.827457E-11	-5.007023E+0	6.606515E-11
-8.130000E+2	-2.905524E-10	5.822032E-11	-4.990567E+0	6.616325E-11
-8.129000E+2	-2.893360E-10	5.828162E-11	-4.964447E+0	6.632450E-11
-8.128000E+2	-2.882312E-10	5.828751E-11	-4.944991E+0	6.631550E-11
-8.127001E+2	-2.870308E-10	5.828432E-11	-4.924666E+0	6.648138E-11
-8.125999E+2	-2.857817E-10	5.828719E-11	-4.902993E+0	6.653991E-11
-8.125000E+2	-2.847938E-10	5.829769E-11	-4.885164E+0	6.665211E-11
-8.123999E+2	-2.837046E-10	5.829400E-11	-4.866789E+0	6.665150E-11
-8.123001E+2	-2.826775E-10	5.830203E-11	-4.848502E+0	6.667198E-11
-8.122000E+2	-2.817829E-10	5.830853E-11	-4.832619E+0	6.681895E-11
-8.121000E+2	-2.807677E-10	5.830470E-11	-4.815524E+0	6.682734E-11
-8.120000E+2	-2.753456E-10	5.830129E-11	-4.722805E+0	6.709359E-11
-8.119001E+2	-2.785392E-10	5.831406E-11	-4.776536E+0	6.714385E-11
-8.117999E+2	-2.775417E-10	5.832904E-11	-4.758208E+0	6.720258E-11
-8.117000E+2	-2.771566E-10	5.831444E-11	-4.752795E+0	6.720519E-11
-8.115999E+2	-2.753814E-10	5.832955E-11	-4.721130E+0	6.728033E-11
-8.115001E+2	-2.748636E-10	5.832532E-11	-4.712595E+0	6.749400E-11
-8.114000E+2	-2.739668E-10	5.832602E-11	-4.697163E+0	6.759272E-11
-8.113000E+2	-2.666290E-10	5.833264E-11	-4.570837E+0	6.756124E-11
-8.112000E+2	-2.704101E-10	5.832465E-11	-4.636292E+0	6.775647E-11
-8.111001E+2	-2.709653E-10	5.833460E-11	-4.645019E+0	6.785827E-11
-8.109999E+2	-2.705298E-10	5.834911E-11	-4.636400E+0	6.795139E-11
-8.109000E+2	-2.699093E-10	5.833533E-11	-4.626858E+0	6.823873E-11
-8.107999E+2	-2.690859E-10	5.833892E-11	-4.612459E+0	6.841816E-11
-8.107001E+2	-2.689020E-10	5.834996E-11	-4.608435E+0	6.843036E-11
-8.106000E+2	-2.681761E-10	5.834164E-11	-4.596650E+0	6.836910E-11
-8.105000E+2	-2.670682E-10	5.834973E-11	-4.577025E+0	6.820265E-11
-8.104000E+2	-2.658547E-10	5.833898E-11	-4.557068E+0	6.836801E-11
-8.103001E+2	-2.614626E-10	5.836855E-11	-4.479512E+0	6.841736E-11
-8.101999E+2	-2.658567E-10	5.835567E-11	-4.555799E+0	6.858251E-11
-8.101000E+2	-2.657994E-10	5.835440E-11	-4.554916E+0	6.862247E-11
-8.099999E+2	-2.646903E-10	5.836606E-11	-4.535004E+0	6.877304E-11
-8.099001E+2	-2.665274E-10	5.835078E-11	-4.567675E+0	6.888182E-11
-8.098000E+2	-2.637531E-10	5.835867E-11	-4.519519E+0	6.901489E-11
-8.097000E+2	-2.636267E-10	5.835896E-11	-4.517330E+0	6.896944E-11
-8.096000E+2	-2.631914E-10	5.838015E-11	-4.508234E+0	6.908214E-11
